fn_name	evidence_kind	evidence	anchor
mcp/src/client.rs::catalog@223	existing-test	packages/mcp/test/protocol-and-client-regressions.test.ts:107	expect(client.getCatalog()).toEqual([{ name: "bare", inputSchema
mcp/src/client.rs::close@249	existing-test	packages/mcp/test/stdio-integration.test.ts:68	await expect(StdioTransport.spawn("pie-mcp-definitely-does-not-e
mcp/src/client.rs::is_initialized@208	existing-test	packages/mcp/test/ported/client-fixture.test.ts:174	expect(client.isInitialized()).toBe(true);
mcp/src/client.rs::take_notifications@179	existing-test	packages/mcp/test/ported/client-fixture.test.ts:215	expect(first?.method).toBe("notifications/tools/listChanged");
mcp/src/client.rs::with_timeout@183	existing-test	packages/mcp/test/ported/client-fixture.test.ts:325	await expect(client.toolsCall("slow_echo", undefined)).rejects.t
ai/src/providers/cloudflare.rs::is_cloudflare_provider@25	new-test	packages/ai/test/ported/batch-h.test.ts:11	expect(isCloudflareProvider("cloudflare-workers-ai")).toBe(true)
ai/src/bedrock_provider.rs::register@199	not-portable	A real capability gap: registering the Bedrock provider. packages/ai/src/bedrock-provider.ts is **6 lines**, exporting a bedrockProviderModule placeholder, and the probe reports hint=stub — what registers is an empty shell with no behavior to assert.	
ai/src/utils/typebox_helpers.rs::boolean@13	not-portable	Structural difference: upstream hand-writes `boolean(desc)` to produce a JSON Schema fragment. Here packages/ai/src/utils/typebox-helpers.ts uses TypeBox's `Type.Boolean({ description })` directly, keeping a hand-written wrapper only for StringEnum, whose falsy-default behavior in TypeBox needs correcting.	
ai/src/utils/typebox_helpers.rs::number@18	not-portable	Structural difference: as with boolean@13 — packages/ai/src/utils/typebox-helpers.ts uses TypeBox's `Type.Number()` with no wrapper of its own.	
ai/src/utils/typebox_helpers.rs::object@23	not-portable	Structural difference: as with boolean@13 — packages/ai/src/utils/typebox-helpers.ts uses TypeBox's `Type.Object(props)`, where TypeBox derives required from optionality, so no required list has to be passed.	
ai/src/providers/register_builtins.rs::ensure@12	not-portable	Structural difference: upstream uses `ensure()` for idempotent registration of the built-in providers. Here packages/ai/src/providers/register-builtins.ts registers at module top level, and an ES module is evaluated once by construction, so no idempotence guard is needed.	
ai/src/providers/images/register_builtins.rs::ensure@8	not-portable	Structural difference: as with register_builtins::ensure — packages/ai/src/providers/images/register-builtins.ts registers at module load, and the single-evaluation semantics of an ES module replace the ensure guard.	
ai/src/providers/openai_prompt_cache.rs::placeholder@4	not-portable	Structural difference: upstream's file holds a single `placeholder()` function, because a Rust module cannot be empty. Here packages/ai/src/providers/openai-prompt-cache.ts exports the real logic directly, with no placeholder.	
ai/src/providers/openai_responses_shared.rs::placeholder@4	not-portable	Structural difference: as with openai_prompt_cache::placeholder — upstream's placeholder has no counterpart in packages/ai/src/providers/openai-responses-shared.ts.	
ai/src/models.rs::register_custom_model@41	not-portable	Structural difference: upstream keeps a separate custom-model registry, where register_custom_model writes a global Mutex. Here packages/ai/src/models.ts exports only getModel, getModels, listModels and listApis; custom models are managed within their own scope by local-models.ts in packages/coding-agent, and the ai layer holds no global mutable registry.	
ai/src/models.rs::unregister_custom_model@47	not-portable	Structural difference: as with register_custom_model — packages/ai/src/models.ts has no global custom registry, and therefore no unregister entry point either.	
ai/src/providers/faux.rs::faux_thinking@51	not-portable	Structural difference: upstream uses the free function `faux_thinking()` to produce a thinking block. Here packages/ai/src/providers/faux.ts expresses it as a FauxContentBlock object literal, with no named constructor.	
ai/src/providers/github_copilot_headers.rs::copilot_headers@7	not-portable	Structural difference: upstream produces every header through a single `copilot_headers()`. Here packages/ai/src/providers/github-copilot-headers.ts splits it into buildCopilotDynamicHeaders, hasCopilotVisionInput and inferCopilotInitiator, with no combined entry point.	
mcp/src/client.rs::new@90	not-portable	Structural difference: upstream has McpClient::new. Here packages/mcp/src/client.ts builds instances through connect(), with a private constructor; client-fixture.test.ts covers behavior after connecting, where isInitialized, takeNotifications and withTimeout each have their own evidence.	
